country_id,neighbor_id,pass_face,pass_u,pass_v,barrier,heart_face,heart_u,heart_v
186,198,pos_y,211,116,267,pos_y,212,116
186,207,pos_y,216,119,949,pos_y,212,116
187,330,neg_x,160,68,986,neg_x,164,55
188,295,pos_y,15,142,940,pos_y,20,148
188,323,pos_y,13,145,939,pos_y,20,148
188,472,pos_y,20,153,942,pos_y,20,148
189,225,pos_y,190,53,249,pos_y,175,58
190,202,neg_y,202,39,969,neg_y,208,31
190,239,neg_y,191,38,255,neg_y,208,31
190,259,neg_y,188,36,999,neg_y,208,31
191,220,neg_x,162,38,282,neg_x,161,46
192,254,neg_x,129,2,946,neg_x,126,1
192,286,neg_x,122,1,946,neg_x,126,1
192,493,neg_x,110,16,1045,neg_x,126,1
194,316,pos_x,54,150,961,pos_x,44,166
195,300,pos_y,226,124,211,pos_y,235,123
196,228,neg_x,73,123,999,neg_x,74,124
196,346,neg_x,83,121,250,neg_x,74,124
196,446,neg_x,69,104,978,neg_x,74,124
197,291,neg_y,53,229,986,neg_y,43,226
197,365,neg_y,49,225,1002,neg_y,43,226
198,422,pos_y,210,118,952,pos_y,209,117
199,423,pos_y,82,220,1000,pos_y,85,205
199,467,pos_y,73,201,972,pos_y,85,205
199,473,pos_y,78,196,233,pos_y,85,205
200,278,neg_y,208,195,259,neg_y,209,190
200,298,neg_y,209,181,245,neg_y,209,190
201,253,pos_z,23,139,943,pos_z,35,150
203,316,pos_x,55,142,960,pos_x,56,132
203,327,pos_x,49,119,223,pos_x,56,132
204,460,pos_z,14,97,990,pos_z,30,116
205,241,neg_z,56,210,971,neg_z,66,204
205,262,neg_z,59,211,971,neg_z,66,204
206,400,pos_z,12,158,993,pos_z,3,142
207,324,pos_y,220,119,949,pos_y,231,109
207,486,pos_y,238,102,209,pos_y,231,109
208,468,pos_z,41,36,1028,pos_z,44,26
209,246,pos_y,36,164,952,pos_y,32,175
209,403,pos_y,39,164,953,pos_y,32,175
209,420,pos_y,27,180,1004,pos_y,32,175
209,487,pos_y,28,180,953,pos_y,32,175
211,312,pos_z,100,145,971,pos_z,104,147
211,441,pos_z,99,144,973,pos_z,104,147
211,474,pos_z,100,143,970,pos_z,104,147
212,256,neg_x,245,119,940,neg_x,246,118
213,219,pos_z,173,95,971,pos_z,179,103
214,245,neg_y,255,51,1037,pos_x,210,7
214,275,pos_x,208,3,947,pos_x,210,7
214,276,pos_x,206,4,947,pos_x,210,7
214,289,pos_x,203,1,960,pos_x,210,7
215,222,neg_y,140,187,978,neg_y,124,179
215,360,neg_y,110,174,988,neg_y,124,179
216,314,neg_z,6,0,230,neg_z,3,6
217,242,pos_y,213,32,286,pos_y,208,14
217,484,pos_y,211,37,1031,pos_y,208,14
218,318,neg_y,231,35,968,neg_y,231,49
220,320,neg_x,166,21,962,neg_x,158,34
221,236,neg_z,18,213,963,neg_z,15,211
221,305,neg_z,19,204,272,neg_z,15,211
223,321,neg_x,146,22,961,neg_x,144,24
224,433,neg_z,255,137,930,neg_x,7,126
225,247,pos_y,189,57,239,pos_y,186,61
225,307,pos_y,181,62,970,pos_y,186,61
226,287,neg_z,173,79,265,neg_z,173,83
227,259,neg_y,192,31,958,neg_y,201,22
227,373,neg_y,206,14,233,neg_y,201,22
228,293,neg_x,58,111,976,neg_x,71,124
229,288,neg_y,214,84,958,neg_y,215,96
229,362,neg_y,204,89,967,neg_y,215,96
230,247,pos_y,192,74,236,pos_y,183,87
230,331,pos_y,179,90,969,pos_y,183,87
231,232,neg_y,84,190,994,neg_y,85,190
231,352,neg_y,98,201,982,neg_y,85,190
232,341,neg_y,92,175,993,neg_y,86,185
232,352,neg_y,87,188,999,neg_y,86,185
232,360,neg_y,91,185,993,neg_y,86,185
234,459,pos_z,69,28,1023,pos_z,58,25
234,468,pos_z,54,33,1012,pos_z,58,25
237,285,pos_y,57,237,963,pos_y,57,237
238,351,neg_y,106,225,962,neg_y,115,218
239,259,neg_y,192,36,961,neg_y,207,30
240,269,pos_x,247,142,935,pos_x,246,152
242,411,pos_y,226,40,1100,pos_y,221,28
242,484,pos_y,221,40,996,pos_y,221,28
243,359,pos_y,61,126,964,pos_y,52,142
243,454,pos_y,48,142,967,pos_y,52,142
243,458,pos_y,62,149,961,pos_y,52,142
244,257,neg_x,90,205,227,neg_x,81,199
245,272,neg_y,253,50,967,neg_y,246,52
245,275,neg_y,254,50,959,neg_y,246,52
245,289,neg_y,255,51,972,neg_y,246,52
246,420,pos_y,27,176,952,pos_y,33,164
246,472,pos_y,25,168,276,pos_y,33,164
247,307,pos_y,188,77,248,pos_y,194,70
251,291,neg_y,63,234,968,neg_y,66,237
251,414,neg_y,71,240,992,neg_y,66,237
252,279,neg_y,82,203,983,neg_y,72,198
253,304,pos_z,31,141,213,pos_z,34,150
254,493,neg_x,115,18,956,neg_x,118,15
256,319,neg_x,244,125,944,neg_x,252,124
257,495,neg_x,96,213,956,neg_x,98,208
258,422,pos_y,178,136,549,pos_y,181,130
258,435,pos_y,175,121,964,pos_y,181,130
258,480,pos_y,184,118,975,pos_y,181,130
262,315,neg_z,67,206,970,neg_z,76,197
263,292,neg_z,253,255,969,pos_y,9,244
263,436,pos_y,10,245,973,pos_y,9,244
264,450,pos_z,20,70,999,pos_z,10,59
264,460,pos_z,16,72,1036,pos_z,10,59
265,346,neg_x,88,117,259,neg_x,93,112
265,430,neg_x,97,101,991,neg_x,93,112
266,297,pos_x,217,202,970,pos_x,216,202
266,349,pos_x,217,204,972,pos_x,216,202
267,374,pos_x,9,34,961,pos_x,20,34
268,434,pos_z,197,157,961,pos_z,195,163
270,329,pos_x,15,196,219,pos_x,20,196
272,275,pos_x,208,1,946,neg_y,255,48
273,372,neg_x,3,97,198,neg_x,7,98
276,289,pos_x,202,2,960,pos_x,208,6
276,357,pos_x,224,23,1272,pos_x,208,6
278,298,neg_y,199,181,996,neg_y,199,199
280,365,neg_y,51,216,1017,neg_y,46,206
281,388,pos_y,39,101,977,pos_y,51,93
282,293,neg_x,68,126,275,neg_x,67,128
284,348,neg_z,20,232,975,neg_z,21,232
285,308,pos_y,54,240,962,pos_y,63,239
286,358,neg_x,120,1,947,neg_x,121,0
288,361,neg_y,215,82,957,neg_y,212,81
288,362,neg_y,209,77,224,neg_y,212,81
290,462,neg_y,237,200,959,neg_y,225,206
292,371,pos_y,5,255,953,pos_y,11,247
292,436,pos_y,12,247,970,pos_y,11,247
295,490,pos_y,22,136,968,pos_y,21,139
296,330,neg_x,161,69,986,neg_x,167,65
296,364,neg_x,176,68,999,neg_x,167,65
297,349,pos_x,223,209,239,pos_x,220,225
298,416,neg_y,214,166,971,neg_y,203,173
299,395,neg_x,51,237,968,neg_x,38,238
299,439,neg_x,20,225,989,neg_x,38,238
299,457,neg_x,43,244,285,neg_x,38,238
300,324,pos_y,219,122,948,pos_y,224,119
302,368,neg_z,243,24,970,neg_z,241,26
303,312,pos_z,95,145,969,pos_z,99,154
303,441,pos_z,89,144,967,pos_z,99,154
306,338,pos_z,232,88,217,pos_z,230,83
311,317,pos_z,11,35,959,pos_z,16,29
312,441,pos_z,95,144,969,pos_z,102,153
313,364,neg_x,185,71,560,neg_x,190,75
313,405,neg_x,195,90,248,neg_x,190,75
318,373,neg_y,221,19,966,neg_y,227,27
322,471,neg_x,87,48,1004,neg_x,106,43
322,493,neg_x,108,39,324,neg_x,106,43
323,472,pos_y,13,147,939,pos_y,9,142
325,354,neg_x,136,247,937,neg_x,128,240
328,336,pos_x,49,182,969,pos_x,54,185
329,337,pos_x,9,195,948,pos_x,17,201
330,364,neg_x,174,62,282,neg_x,169,59
333,355,pos_y,222,227,976,pos_y,225,221
333,356,pos_y,224,228,976,pos_y,225,221
333,485,pos_y,230,225,975,pos_y,225,221
334,450,pos_z,46,102,956,pos_z,36,115
335,337,pos_x,7,196,946,pos_x,14,206
338,434,pos_z,234,97,946,pos_z,243,87
339,447,pos_y,165,79,970,pos_y,172,74
340,456,pos_y,148,57,961,pos_y,161,47
341,466,neg_y,74,163,250,neg_y,91,163
343,344,neg_y,208,69,963,neg_y,197,76
344,362,neg_y,208,73,962,neg_y,199,80
345,363,neg_z,63,156,964,neg_z,71,167
350,456,pos_y,119,42,963,pos_y,118,40
352,360,neg_y,97,193,988,neg_y,91,191
353,499,pos_y,5,117,1058,pos_y,3,125
354,367,neg_x,128,233,261,neg_x,130,238
354,495,neg_x,128,231,1074,neg_x,130,238
355,356,pos_y,223,228,977,pos_y,214,227
358,489,neg_x,106,2,950,neg_x,119,0
360,419,neg_y,103,166,993,neg_y,95,191
360,469,neg_y,118,190,984,neg_y,95,191
367,495,neg_x,128,231,987,neg_x,131,238
370,492,neg_z,252,67,938,neg_x,5,66
371,436,neg_z,240,255,959,neg_z,251,252
374,461,pos_z,254,35,978,pos_x,3,29
375,434,pos_z,216,112,952,pos_z,220,102
377,411,pos_y,242,46,1001,pos_y,252,45
378,419,neg_y,109,129,276,neg_y,113,121
379,439,neg_z,245,204,961,neg_z,215,199
380,428,pos_y,111,106,969,pos_y,111,113
380,453,pos_y,115,115,971,pos_y,111,113
381,411,pos_y,228,60,991,pos_y,219,68
382,410,pos_z,140,150,1026,pos_z,141,140
382,474,pos_z,137,136,991,pos_z,141,140
383,497,neg_x,35,142,969,neg_x,37,143
384,483,neg_z,209,79,257,neg_z,209,87
385,476,pos_y,171,176,253,pos_y,176,179
386,428,pos_y,130,99,231,pos_y,139,103
386,435,pos_y,157,101,233,pos_y,139,103
386,447,pos_y,141,88,241,pos_y,139,103
386,453,pos_y,145,116,969,pos_y,139,103
386,488,pos_y,149,91,520,pos_y,139,103
387,427,neg_z,179,111,234,neg_z,185,122
388,455,pos_y,38,113,1044,pos_y,27,111
389,422,pos_y,175,139,468,pos_y,173,150
389,443,pos_y,174,150,275,pos_y,173,150
391,398,neg_z,209,186,1001,neg_z,194,161
391,421,neg_z,186,180,988,neg_z,194,161
392,403,pos_y,52,181,229,pos_y,52,194
392,467,pos_y,61,205,968,pos_y,52,194
392,473,pos_y,61,204,233,pos_y,52,194
392,478,pos_y,45,205,972,pos_y,52,194
392,487,pos_y,44,193,229,pos_y,52,194
393,470,neg_y,173,250,954,neg_y,177,251
394,448,pos_z,75,64,236,pos_z,62,73
394,449,pos_z,54,90,225,pos_z,62,73
394,450,pos_z,51,76,228,pos_z,62,73
394,468,pos_z,50,59,234,pos_z,62,73
395,420,pos_y,0,181,933,neg_x,67,240
395,444,neg_x,76,252,943,neg_x,67,240
395,457,pos_y,2,214,210,neg_x,67,240
395,491,pos_y,7,199,209,neg_x,67,240
397,476,pos_y,209,174,960,pos_y,208,182
398,433,neg_z,248,172,969,neg_z,243,192
400,408,pos_z,31,183,1005,pos_z,16,165
401,470,neg_y,164,229,964,neg_y,164,223
402,428,pos_y,107,90,271,pos_y,106,85
403,454,pos_y,40,155,955,pos_y,54,169
403,458,pos_y,60,160,963,pos_y,54,169
403,473,pos_y,62,182,234,pos_y,54,169
403,487,pos_y,39,171,221,pos_y,54,169
404,453,pos_y,128,135,970,pos_y,127,139
407,456,pos_y,110,57,961,pos_y,107,58
409,474,pos_z,124,119,972,pos_z,132,119
410,474,pos_z,126,155,970,pos_z,136,162
411,484,pos_y,222,47,341,pos_y,232,47
412,463,neg_y,221,231,276,neg_y,214,234
412,482,neg_y,208,233,977,neg_y,214,234
413,482,neg_y,187,216,977,neg_y,187,209
420,444,neg_x,77,253,206,pos_y,14,181
420,472,pos_y,12,165,204,pos_y,14,181
420,487,pos_y,21,196,952,pos_y,14,181
420,491,pos_y,8,191,941,pos_y,14,181
422,443,pos_y,187,144,228,pos_y,194,132
423,467,pos_y,76,222,970,pos_y,78,226
424,463,neg_y,238,215,1027,neg_y,243,219
428,447,pos_y,132,81,228,pos_y,126,93
428,453,pos_y,123,111,968,pos_y,126,93
429,443,pos_y,159,173,1028,pos_y,153,179
429,476,pos_y,159,177,1017,pos_y,153,179
431,458,pos_y,86,158,971,pos_y,90,159
432,497,neg_x,38,126,974,neg_x,40,118
435,488,pos_y,165,101,232,pos_y,162,111
436,491,pos_y,15,230,967,pos_y,26,225
438,470,neg_y,163,253,950,pos_z,160,0
441,449,pos_z,80,111,231,pos_z,85,127
441,474,pos_z,99,135,236,pos_z,85,127
443,476,pos_y,204,164,225,pos_y,181,172
444,495,neg_x,99,241,361,neg_x,88,241
447,488,pos_y,150,89,232,pos_y,149,80
448,449,pos_z,82,87,522,pos_z,88,76
448,468,pos_z,79,60,234,pos_z,88,76
449,450,pos_z,48,96,221,pos_z,73,97
450,460,pos_z,19,78,1001,pos_z,38,79
450,468,pos_z,46,57,235,pos_z,38,79
454,458,pos_y,51,153,964,pos_y,43,146
455,490,pos_y,35,128,604,pos_y,40,121
457,491,pos_y,5,215,213,neg_x,34,250
463,482,neg_y,212,228,247,neg_y,228,232
464,497,neg_x,32,153,972,neg_x,30,161
467,473,pos_y,68,201,967,pos_y,81,218
467,478,pos_y,51,212,235,pos_y,81,218
469,498,neg_y,154,199,995,neg_y,136,195
471,493,neg_x,93,29,949,neg_x,77,40
478,487,pos_y,28,212,965,pos_y,43,208
